Row Labels,Sum of cases,,,,,,,,,,,,,
Roseau,660,,,,,,,,,,,,,
Minnesota,660,,,,,,,,,,,,,
Rosebud,361,,,,,,,,,,,,,
Montana,361,,,,,,,,,,,,,
Ross,7727,,,,,,,,,,,,,
Ohio,7727,,,,,,,,,,,,,
Routt,6756,,,,,,,,,,,,,
Colorado,6756,,,,,,,,,,,,,
Rowan,80566,,,,,,,,,,,,,
Kentucky,1206,,,,,,,,,,,,,
North Carolina,79360,,,,,,,,,,,,,
Runnels,615,,,,,,,,,,,,,
Texas,615,,,,,,,,,,,,,
Rush,6079,,,,,,,,,,,,,
Indiana,6025,,,,,,,,,,,,,
Kansas,54,,,,,,,,,,,,,
Rusk,12837,,,,,,,,,,,,,
Texas,12128,,,,,,,,,,,,,
Wisconsin,709,,,,,,,,,,,,,
Russell,31453,,,,,,,,,,,,,
Alabama,27107,,,,,,,,,,,,,
Kansas,38,,,,,,,,,,,,,
Kentucky,3387,,,,,,,,,,,,,
Virginia,921,,,,,,,,,,,,,
Rutherford,182172,,,,,,,,,,,,,
North Carolina,21454,,,,,,,,,,,,,
Tennessee,160718,,,,,,,,,,,,,
Rutland,6072,,,,,,,,,,,,,
Vermont,6072,,,,,,,,,,,,,
Sabana Grande,3248,,,,,,,,,,,,,
Puerto Rico,3248,,,,,,,,,,,,,
Sabine,8015,,,,,,,,,,,,,
Louisiana,6753,,,,,,,,,,,,,
Texas,1262,,,,,,,,,,,,,
Sac,2774,,,,,,,,,,,,,
Iowa,2774,,,,,,,,,,,,,
Sacramento,228052,,,,,,,,,,,,,
California,228052,,,,,,,,,,,,,
Sagadahoc,2875,,,,,,,,,,,,,
Maine,2875,,,,,,,,,,,,,
Saginaw,101126,,,,,,,,,,,,,
Michigan,101126,,,,,,,,,,,,,
Saguache,5672,,,,,,,,,,,,,
Colorado,5672,,,,,,,,,,,,,
Saipan,250,,,,,,,,,,,,,
Northern Mariana Islands,250,,,,,,,,,,,,,
Salem,54812,,,,,,,,,,,,,
New Jersey,54812,,,,,,,,,,,,,
Salem city,4308,,,,,,,,,,,,,
Virginia,4308,,,,,,,,,,,,,
Salinas,6265,,,,,,,,,,,,,
Puerto Rico,6265,,,,,,,,,,,,,
Saline,88657,,,,,,,,,,,,,
Arkansas,18177,,,,,,,,,,,,,
Illinois,867,,,,,,,,,,,,,
Kansas,6780,,,,,,,,,,,,,
Missouri,23501,,,,,,,,,,,,,
Nebraska,39332,,,,,,,,,,,,,
Salt Lake,681551,,,,,,,,,,,,,
Utah,681551,,,,,,,,,,,,,
Saluda,14358,,,,,,,,,,,,,
South Carolina,14358,,,,,,,,,,,,,
Sampson,54766,,,,,,,,,,,,,
North Carolina,54766,,,,,,,,,,,,,
San Augustine,5671,,,,,,,,,,,,,
Texas,5671,,,,,,,,,,,,,
San Benito,14555,,,,,,,,,,,,,
California,14555,,,,,,,,,,,,,
San Bernardino,754995,,,,,,,,,,,,,
California,754995,,,,,,,,,,,,,
San Diego,935919,,,,,,,,,,,,,
California,935919,,,,,,,,,,,,,
San Francisco,275537,,,,,,,,,,,,,
California,275537,,,,,,,,,,,,,
San German,3843,,,,,,,,,,,,,
Puerto Rico,3843,,,,,,,,,,,,,
San Jacinto,2875,,,,,,,,,,,,,
Texas,2875,,,,,,,,,,,,,
San Joaquin,216089,,,,,,,,,,,,,
California,216089,,,,,,,,,,,,,
San Juan,250766,,,,,,,,,,,,,
Colorado,99,,,,,,,,,,,,,
New Mexico,163106,,,,,,,,,,,,,
Puerto Rico,59260,,,,,,,,,,,,,
Utah,26532,,,,,,,,,,,,,
Washington,1769,,,,,,,,,,,,,
San Lorenzo,3955,,,,,,,,,,,,,
Puerto Rico,3955,,,,,,,,,,,,,
San Luis Obispo,41936,,,,,,,,,,,,,
California,41936,,,,,,,,,,,,,
San Mateo,234173,,,,,,,,,,,,,
California,234173,,,,,,,,,,,,,
San Miguel,4234,,,,,,,,,,,,,
Colorado,2879,,,,,,,,,,,,,
New Mexico,1355,,,,,,,,,,,,,
San Patricio,8391,,,,,,,,,,,,,
Texas,8391,,,,,,,,,,,,,
San Saba,236,,,,,,,,,,,,,
Texas,236,,,,,,,,,,,,,
San Sebastian,5452,,,,,,,,,,,,,
Puerto Rico,5452,,,,,,,,,,,,,
Sanborn,864,,,,,,,,,,,,,
South Dakota,864,,,,,,,,,,,,,
Sanders,25,,,,,,,,,,,,,
Montana,25,,,,,,,,,,,,,
Sandoval,58499,,,,,,,,,,,,,
New Mexico,58499,,,,,,,,,,,,,
Sandusky,8493,,,,,,,,,,,,,
Ohio,8493,,,,,,,,,,,,,
Sangamon,33306,,,,,,,,,,,,,
Illinois,33306,,,,,,,,,,,,,
Sanilac,4439,,,,,,,,,,,,,
Michigan,4439,,,,,,,,,,,,,
Sanpete,2492,,,,,,,,,,,,,
Utah,2492,,,,,,,,,,,,,
Santa Barbara,197797,,,,,,,,,,,,,
California,197797,,,,,,,,,,,,,
Santa Clara,356232,,,,,,,,,,,,,
California,356232,,,,,,,,,,,,,
Santa Cruz,107546,,,,,,,,,,,,,
Arizona,79622,,,,,,,,,,,,,
California,27924,,,,,,,,,,,,,
Santa Fe,18382,,,,,,,,,,,,,
New Mexico,18382,,,,,,,,,,,,,
Santa Isabel,2580,,,,,,,,,,,,,
Puerto Rico,2580,,,,,,,,,,,,,
Santa Rosa,43774,,,,,,,,,,,,,
Florida,43774,,,,,,,,,,,,,
Sarasota,107031,,,,,,,,,,,,,
Florida,107031,,,,,,,,,,,,,
Saratoga,48314,,,,,,,,,,,,,
New York,48314,,,,,,,,,,,,,
Sargent,376,,,,,,,,,,,,,
North Dakota,376,,,,,,,,,,,,,
Sarpy,66492,,,,,,,,,,,,,
Nebraska,66492,,,,,,,,,,,,,
Sauk,9065,,,,,,,,,,,,,
Wisconsin,9065,,,,,,,,,,,,,
Saunders,4331,,,,,,,,,,,,,
Nebraska,4331,,,,,,,,,,,,,
Sawyer,773,,,,,,,,,,,,,
Wisconsin,773,,,,,,,,,,,,,
Schenectady,66582,,,,,,,,,,,,,
New York,66582,,,,,,,,,,,,,
Schleicher,659,,,,,,,,,,,,,
Texas,659,,,,,,,,,,,,,
Schley,2036,,,,,,,,,,,,,
Georgia,2036,,,,,,,,,,,,,
Schoharie,4934,,,,,,,,,,,,,
New York,4934,,,,,,,,,,,,,
Schoolcraft,426,,,,,,,,,,,,,
Michigan,426,,,,,,,,,,,,,
Schuyler,2183,,,,,,,,,,,,,
Illinois,900,,,,,,,,,,,,,
Missouri,190,,,,,,,,,,,,,
New York,1093,,,,,,,,,,,,,
Schuylkill,58426,,,,,,,,,,,,,
Pennsylvania,58426,,,,,,,,,,,,,
Scioto,2547,,,,,,,,,,,,,
Ohio,2547,,,,,,,,,,,,,
Scotland,9231,,,,,,,,,,,,,
Missouri,680,,,,,,,,,,,,,
North Carolina,8551,,,,,,,,,,,,,
Scott,177255,,,,,,,,,,,,,
Arkansas,525,,,,,,,,,,,,,
Illinois,18,,,,,,,,,,,,,
Indiana,11167,,,,,,,,,,,,,
Iowa,46803,,,,,,,,,,,,,
Kansas,1078,,,,,,,,,,,,,
Kentucky,5958,,,,,,,,,,,,,
Minnesota,40927,,,,,,,,,,,,,
Mississippi,56336,,,,,,,,,,,,,
Missouri,12068,,,,,,,,,,,,,
Tennessee,1531,,,,,,,,,,,,,
Virginia,844,,,,,,,,,,,,,
Scotts Bluff,12060,,,,,,,,,,,,,
Nebraska,12060,,,,,,,,,,,,,
Screven,5347,,,,,,,,,,,,,
Georgia,5347,,,,,,,,,,,,,
Scurry,5112,,,,,,,,,,,,,
Texas,5112,,,,,,,,,,,,,
Searcy,904,,,,,,,,,,,,,
Arkansas,904,,,,,,,,,,,,,
Sebastian,22811,,,,,,,,,,,,,
Arkansas,22811,,,,,,,,,,,,,
Sedgwick,89993,,,,,,,,,,,,,
Colorado,37,,,,,,,,,,,,,
Kansas,89956,,,,,,,,,,,,,
Seminole,143738,,,,,,,,,,,,,
Florida,136369,,,,,,,,,,,,,
Georgia,4349,,,,,,,,,,,,,
Oklahoma,3020,,,,,,,,,,,,,
Seneca,8015,,,,,,,,,,,,,
New York,5505,,,,,,,,,,,,,
Ohio,2510,,,,,,,,,,,,,
Sequatchie,1957,,,,,,,,,,,,,
Tennessee,1957,,,,,,,,,,,,,
Sequoyah,2617,,,,,,,,,,,,,
Oklahoma,2617,,,,,,,,,,,,,
Sevier,64279,,,,,,,,,,,,,
Arkansas,31941,,,,,,,,,,,,,
Tennessee,30079,,,,,,,,,,,,,
Utah,2259,,,,,,,,,,,,,
Seward,78365,,,,,,,,,,,,,
Kansas,75768,,,,,,,,,,,,,
Nebraska,2597,,,,,,,,,,,,,
Shackelford,202,,,,,,,,,,,,,
Texas,202,,,,,,,,,,,,,
Shannon,649,,,,,,,,,,,,,
Missouri,649,,,,,,,,,,,,,
Sharkey,1547,,,,,,,,,,,,,
Mississippi,1547,,,,,,,,,,,,,
Sharp,3769,,,,,,,,,,,,,
Arkansas,3769,,,,,,,,,,,,,
Shasta,7548,,,,,,,,,,,,,
California,7548,,,,,,,,,,,,,
Shawano,4862,,,,,,,,,,,,,
Wisconsin,4862,,,,,,,,,,,,,
Shawnee,41436,,,,,,,,,,,,,
Kansas,41436,,,,,,,,,,,,,
Sheboygan,13678,,,,,,,,,,,,,
Wisconsin,13678,,,,,,,,,,,,,
Shelby,823820,,,,,,,,,,,,,
Alabama,74676,,,,,,,,,,,,,
Illinois,1445,,,,,,,,,,,,,
Indiana,46966,,,,,,,,,,,,,
Iowa,5183,,,,,,,,,,,,,
Kentucky,22766,,,,,,,,,,,,,
Missouri,212,,,,,,,,,,,,,
Ohio,4767,,,,,,,,,,,,,
Tennessee,648175,,,,,,,,,,,,,
Texas,19630,,,,,,,,,,,,,
Shenandoah,37880,,,,,,,,,,,,,
Virginia,37880,,,,,,,,,,,,,
Sherburne,20079,,,,,,,,,,,,,
Minnesota,20079,,,,,,,,,,,,,
Sheridan,2760,,,,,,,,,,,,,
Kansas,276,,,,,,,,,,,,,
Montana,25,,,,,,,,,,,,,
Nebraska,167,,,,,,,,,,,,,
North Dakota,66,,,,,,,,,,,,,
Wyoming,2226,,,,,,,,,,,,,
Sherman,3367,,,,,,,,,,,,,
Kansas,568,,,,,,,,,,,,,
Nebraska,323,,,,,,,,,,,,,
Oregon,169,,,,,,,,,,,,,
Texas,2307,,,,,,,,,,,,,
Shiawassee,22739,,,,,,,,,,,,,
Michigan,22739,,,,,,,,,,,,,
Shoshone,199,,,,,,,,,,,,,
Idaho,199,,,,,,,,,,,,,
Sibley,2234,,,,,,,,,,,,,
Minnesota,2234,,,,,,,,,,,,,
Sierra,546,,,,,,,,,,,,,
California,60,,,,,,,,,,,,,
New Mexico,486,,,,,,,,,,,,,
Silver Bow,1547,,,,,,,,,,,,,
Montana,1547,,,,,,,,,,,,,
Simpson,20270,,,,,,,,,,,,,
Kentucky,5339,,,,,,,,,,,,,
Mississippi,14931,,,,,,,,,,,,,
Sioux,26427,,,,,,,,,,,,,
Iowa,25220,,,,,,,,,,,,,
Nebraska,175,,,,,,,,,,,,,
North Dakota,1032,,,,,,,,,,,,,
Siskiyou,1635,,,,,,,,,,,,,
California,1635,,,,,,,,,,,,,
Sitka City and Borough,709,,,,,,,,,,,,,
Alaska,709,,,,,,,,,,,,,
Skagit,46263,,,,,,,,,,,,,
Washington,46263,,,,,,,,,,,,,
Skamania,733,,,,,,,,,,,,,
Washington,733,,,,,,,,,,,,,
Slope,320,,,,,,,,,,,,,
North Dakota,320,,,,,,,,,,,,,
Smith,64964,,,,,,,,,,,,,
Kansas,228,,,,,,,,,,,,,
Mississippi,14877,,,,,,,,,,,,,
Tennessee,5728,,,,,,,,,,,,,
Texas,44131,,,,,,,,,,,,,
Smyth,2401,,,,,,,,,,,,,
Virginia,2401,,,,,,,,,,,,,
Snohomish,363302,,,,,,,,,,,,,
Washington,363302,,,,,,,,,,,,,
Snyder,4902,,,,,,,,,,,,,
Pennsylvania,4902,,,,,,,,,,,,,
Socorro,5093,,,,,,,,,,,,,
New Mexico,5093,,,,,,,,,,,,,
Solano,82448,,,,,,,,,,,,,
California,82448,,,,,,,,,,,,,
Somerset,449528,,,,,,,,,,,,,
Maine,2281,,,,,,,,,,,,,
Maryland,6366,,,,,,,,,,,,,
New Jersey,436532,,,,,,,,,,,,,
Pennsylvania,4349,,,,,,,,,,,,,
Somervell,520,,,,,,,,,,,,,
Texas,520,,,,,,,,,,,,,
Sonoma,75948,,,,,,,,,,,,,
California,75948,,,,,,,,,,,,,
Southampton,13317,,,,,,,,,,,,,
Virginia,13317,,,,,,,,,,,,,
Southeast Fairbanks Census Area,654,,,,,,,,,,,,,
Alaska,654,,,,,,,,,,,,,
Spalding,31448,,,,,,,,,,,,,
Georgia,31448,,,,,,,,,,,,,
Spartanburg,96246,,,,,,,,,,,,,
South Carolina,96246,,,,,,,,,,,,,
Spencer,5044,,,,,,,,,,,,,
Indiana,2536,,,,,,,,,,,,,
Kentucky,2508,,,,,,,,,,,,,
Spink,666,,,,,,,,,,,,,
South Dakota,666,,,,,,,,,,,,,
Spokane,90796,,,,,,,,,,,,,
Washington,90796,,,,,,,,,,,,,
Spotsylvania,57516,,,,,,,,,,,,,
Virginia,57516,,,,,,,,,,,,,
St. Bernard,58534,,,,,,,,,,,,,
Louisiana,58534,,,,,,,,,,,,,
St. Charles,162683,,,,,,,,,,,,,
Louisiana,69530,,,,,,,,,,,,,
Missouri,93153,,,,,,,,,,,,,
St. Clair,200303,,,,,,,,,,,,,
Alabama,21154,,,,,,,,,,,,,
Illinois,132369,,,,,,,,,,,,,
Michigan,46519,,,,,,,,,,,,,
Missouri,261,,,,,,,,,,,,,
St. Croix,11298,,,,,,,,,,,,,
Virgin Islands,772,,,,,,,,,,,,,
Wisconsin,10526,,,,,,,,,,,,,
St. Francis,54002,,,,,,,,,,,,,
Arkansas,54002,,,,,,,,,,,,,
St. Francois,7060,,,,,,,,,,,,,
Missouri,7060,,,,,,,,,,,,,
St. Helena,6301,,,,,,,,,,,,,
Louisiana,6301,,,,,,,,,,,,,
St. James,33307,,,,,,,,,,,,,
Louisiana,33307,,,,,,,,,,,,,
St. John,47,,,,,,,,,,,,,
Virgin Islands,47,,,,,,,,,,,,,
St. John the Baptist,91142,,,,,,,,,,,,,
Louisiana,91142,,,,,,,,,,,,,
St. Johns,60570,,,,,,,,,,,,,
Florida,60570,,,,,,,,,,,,,
St. Joseph,146223,,,,,,,,,,,,,
Indiana,129546,,,,,,,,,,,,,
Michigan,16677,,,,,,,,,,,,,
St. Landry,43713,,,,,,,,,,,,,
Louisiana,43713,,,,,,,,,,,,,
St. Lawrence,20040,,,,,,,,,,,,,
New York,20040,,,,,,,,,,,,,
St. Louis,522064,,,,,,,,,,,,,
Minnesota,12784,,,,,,,,,,,,,
Missouri,509280,,,,,,,,,,,,,
St. Louis city,195884,,,,,,,,,,,,,
Missouri,195884,,,,,,,,,,,,,
St. Lucie,100075,,,,,,,,,,,,,
Florida,100075,,,,,,,,,,,,,
St. Martin,46001,,,,,,,,,,,,,
Louisiana,46001,,,,,,,,,,,,,
St. Mary,38173,,,,,,,,,,,,,
Louisiana,38173,,,,,,,,,,,,,
St. Mary's,43468,,,,,,,,,,,,,
Maryland,43468,,,,,,,,,,,,,
St. Tammany,195693,,,,,,,,,,,,,
Louisiana,195693,,,,,,,,,,,,,
St. Thomas,366,,,,,,,,,,,,,
Virgin Islands,366,,,,,,,,,,,,,
Stafford,65593,,,,,,,,,,,,,
Kansas,122,,,,,,,,,,,,,
Virginia,65471,,,,,,,,,,,,,
Stanislaus,156822,,,,,,,,,,,,,
California,156822,,,,,,,,,,,,,
Stanley,901,,,,,,,,,,,,,
South Dakota,901,,,,,,,,,,,,,
Stanly,18358,,,,,,,,,,,,,
North Carolina,18358,,,,,,,,,,,,,
Stanton,2339,,,,,,,,,,,,,
Kansas,813,,,,,,,,,,,,,
Nebraska,1526,,,,,,,,,,,,,
Stark,81331,,,,,,,,,,,,,
Illinois,277,,,,,,,,,,,,,
North Dakota,6767,,,,,,,,,,,,,
Ohio,74287,,,,,,,,,,,,,
Starke,4902,,,,,,,,,,,,,
Indiana,4902,,,,,,,,,,,,,
Starr,26197,,,,,,,,,,,,,
Texas,26197,,,,,,,,,,,,,
Staunton city,4639,,,,,,,,,,,,,
Virginia,4639,,,,,,,,,,,,,
Ste. Genevieve,1361,,,,,,,,,,,,,
Missouri,1361,,,,,,,,,,,,,
Stearns,161203,,,,,,,,,,,,,
Minnesota,161203,,,,,,,,,,,,,
Steele,13814,,,,,,,,,,,,,
Minnesota,13698,,,,,,,,,,,,,
North Dakota,116,,,,,,,,,,,,,
Stephens,20474,,,,,,,,,,,,,
Georgia,15529,,,,,,,,,,,,,
Oklahoma,4454,,,,,,,,,,,,,
Texas,491,,,,,,,,,,,,,
Stephenson,17227,,,,,,,,,,,,,
Illinois,17227,,,,,,,,,,,,,
Steuben,32827,,,,,,,,,,,,,
Indiana,8257,,,,,,,,,,,,,
New York,24570,,,,,,,,,,,,,
Stevens,4128,,,,,,,,,,,,,
Kansas,2379,,,,,,,,,,,,,
Minnesota,229,,,,,,,,,,,,,
Washington,1520,,,,,,,,,,,,,
Stewart,9250,,,,,,,,,,,,,
Georgia,7813,,,,,,,,,,,,,
Tennessee,1437,,,,,,,,,,,,,
Stillwater,308,,,,,,,,,,,,,
Montana,308,,,,,,,,,,,,,
Stoddard,8446,,,,,,,,,,,,,
Missouri,8446,,,,,,,,,,,,,
Stokes,7395,,,,,,,,,,,,,
North Carolina,7395,,,,,,,,,,,,,
Stone,6024,,,,,,,,,,,,,
Arkansas,1243,,,,,,,,,,,,,
Mississippi,3816,,,,,,,,,,,,,
Missouri,965,,,,,,,,,,,,,
Stonewall,12,,,,,,,,,,,,,
Texas,12,,,,,,,,,,,,,
Storey,92,,,,,,,,,,,,,
Nevada,92,,,,,,,,,,,,,
Story,29844,,,,,,,,,,,,,
Iowa,29844,,,,,,,,,,,,,
Strafford,23743,,,,,,,,,,,,,
New Hampshire,23743,,,,,,,,,,,,,
Stutsman,3424,,,,,,,,,,,,,
North Dakota,3424,,,,,,,,,,,,,
Sublette,469,,,,,,,,,,,,,
Wyoming,469,,,,,,,,,,,,,
Suffolk,5637766,,,,,,,,,,,,,
Massachusetts,1694331,,,,,,,,,,,,,
New York,3943435,,,,,,,,,,,,,
Suffolk city,31683,,,,,,,,,,,,,
Virginia,31683,,,,,,,,,,,,,
Sullivan,143904,,,,,,,,,,,,,
Indiana,3336,,,,,,,,,,,,,
Missouri,5654,,,,,,,,,,,,,
New Hampshire,2173,,,,,,,,,,,,,
New York,122915,,,,,,,,,,,,,
Pennsylvania,362,,,,,,,,,,,,,
Tennessee,9464,,,,,,,,,,,,,
Sully,100,,,,,,,,,,,,,
South Dakota,100,,,,,,,,,,,,,
Summers,128,,,,,,,,,,,,,
West Virginia,128,,,,,,,,,,,,,
Summit,208132,,,,,,,,,,,,,
Colorado,21488,,,,,,,,,,,,,
Ohio,139131,,,,,,,,,,,,,
Utah,47513,,,,,,,,,,,,,
Sumner,111034,,,,,,,,,,,,,
Kansas,1188,,,,,,,,,,,,,
Tennessee,109846,,,,,,,,,,,,,
Sumter,161733,,,,,,,,,,,,,
Alabama,18898,,,,,,,,,,,,,
Florida,31931,,,,,,,,,,,,,
Georgia,48458,,,,,,,,,,,,,
South Carolina,62446,,,,,,,,,,,,,
Sunflower,17173,,,,,,,,,,,,,
Mississippi,17173,,,,,,,,,,,,,
Surry,25772,,,,,,,,,,,,,
North Carolina,24742,,,,,,,,,,,,,
Virginia,1030,,,,,,,,,,,,,
Susquehanna,12735,,,,,,,,,,,,,
Pennsylvania,12735,,,,,,,,,,,,,
Sussex,490818,,,,,,,,,,,,,
Delaware,368248,,,,,,,,,,,,,
New Jersey,109990,,,,,,,,,,,,,
Virginia,12580,,,,,,,,,,,,,
Sutter,12132,,,,,,,,,,,,,
California,12132,,,,,,,,,,,,,
Sutton,441,,,,,,,,,,,,,
Texas,441,,,,,,,,,,,,,
Suwannee,28971,,,,,,,,,,,,,
Florida,28971,,,,,,,,,,,,,
Swain,2660,,,,,,,,,,,,,
North Carolina,2660,,,,,,,,,,,,,
Sweet Grass,10,,,,,,,,,,,,,
Montana,10,,,,,,,,,,,,,
Sweetwater,5198,,,,,,,,,,,,,
Wyoming,5198,,,,,,,,,,,,,
Swift,1546,,,,,,,,,,,,,
Minnesota,1546,,,,,,,,,,,,,
Swisher,2230,,,,,,,,,,,,,
Texas,2230,,,,,,,,,,,,,
Switzerland,2265,,,,,,,,,,,,,
Indiana,2265,,,,,,,,,,,,,
Talbot,14391,,,,,,,,,,,,,
Georgia,4726,,,,,,,,,,,,,
Maryland,9665,,,,,,,,,,,,,
Taliaferro,122,,,,,,,,,,,,,
Georgia,122,,,,,,,,,,,,,
Talladega,17375,,,,,,,,,,,,,
Alabama,17375,,,,,,,,,,,,,
Tallahatchie,6122,,,,,,,,,,,,,
Mississippi,6122,,,,,,,,,,,,,
Tallapoosa,42974,,,,,,,,,,,,,
Alabama,42974,,,,,,,,,,,,,
Tama,37434,,,,,,,,,,,,,
Iowa,37434,,,,,,,,,,,,,
Taney,3811,,,,,,,,,,,,,
Missouri,3811,,,,,,,,,,,,,
Tangipahoa,101842,,,,,,,,,,,,,
Louisiana,101842,,,,,,,,,,,,,
Taos,3314,,,,,,,,,,,,,
New Mexico,3314,,,,,,,,,,,,,
Tarrant,751280,,,,,,,,,,,,,
Texas,751280,,,,,,,,,,,,,
Tate,14345,,,,,,,,,,,,,
Mississippi,14345,,,,,,,,,,,,,
Tattnall,6354,,,,,,,,,,,,,
Georgia,6354,,,,,,,,,,,,,
Taylor,56561,,,,,,,,,,,,,
Florida,4633,,,,,,,,,,,,,
Georgia,2475,,,,,,,,,,,,,
Iowa,4212,,,,,,,,,,,,,
Kentucky,2336,,,,,,,,,,,,,
Texas,41165,,,,,,,,,,,,,
West Virginia,1144,,,,,,,,,,,,,
Wisconsin,596,,,,,,,,,,,,,
Tazewell,10208,,,,,,,,,,,,,
Illinois,9049,,,,,,,,,,,,,
Virginia,1159,,,,,,,,,,,,,
Tehama,3014,,,,,,,,,,,,,
California,3014,,,,,,,,,,,,,
Telfair,6344,,,,,,,,,,,,,
Georgia,6344,,,,,,,,,,,,,
Teller,3835,,,,,,,,,,,,,
Colorado,3835,,,,,,,,,,,,,
Tensas,1506,,,,,,,,,,,,,
Louisiana,1506,,,,,,,,,,,,,
Terrebonne,81743,,,,,,,,,,,,,
Louisiana,81743,,,,,,,,,,,,,
Terrell,21532,,,,,,,,,,,,,
Georgia,21482,,,,,,,,,,,,,
Texas,50,,,,,,,,,,,,,
Terry,1964,,,,,,,,,,,,,
Texas,1964,,,,,,,,,,,,,
Teton,13649,,,,,,,,,,,,,
Idaho,1579,,,,,,,,,,,,,
Montana,231,,,,,,,,,,,,,
Wyoming,11839,,,,,,,,,,,,,
Texas,68677,,,,,,,,,,,,,
Missouri,274,,,,,,,,,,,,,
Oklahoma,68403,,,,,,,,,,,,,
Thayer,207,,,,,,,,,,,,,
Nebraska,207,,,,,,,,,,,,,
Thomas,34639,,,,,,,,,,,,,
Georgia,34089,,,,,,,,,,,,,
Kansas,474,,,,,,,,,,,,,
Nebraska,76,,,,,,,,,,,,,
Throckmorton,25,,,,,,,,,,,,,
Texas,25,,,,,,,,,,,,,
Thurston,25869,,,,,,,,,,,,,
Nebraska,5802,,,,,,,,,,,,,
Washington,20067,,,,,,,,,,,,,
Tift,40542,,,,,,,,,,,,,
Georgia,40542,,,,,,,,,,,,,
Tillamook,872,,,,,,,,,,,,,
Oregon,872,,,,,,,,,,,,,
Tillman,1849,,,,,,,,,,,,,
Oklahoma,1849,,,,,,,,,,,,,
Tinian,7,,,,,,,,,,,,,
Northern Mariana Islands,7,,,,,,,,,,,,,
Tioga,13743,,,,,,,,,,,,,
New York,11704,,,,,,,,,,,,,
Pennsylvania,2039,,,,,,,,,,,,,
Tippah,9385,,,,,,,,,,,,,
Mississippi,9385,,,,,,,,,,,,,
Tippecanoe,40965,,,,,,,,,,,,,
Indiana,40965,,,,,,,,,,,,,
Tipton,44360,,,,,,,,,,,,,
Indiana,2593,,,,,,,,,,,,,
Tennessee,41767,,,,,,,,,,,,,
Tishomingo,4145,,,,,,,,,,,,,
Mississippi,4145,,,,,,,,,,,,,
Titus,44935,,,,,,,,,,,,,
Texas,44935,,,,,,,,,,,,,
Toa Alta,10022,,,,,,,,,,,,,
Puerto Rico,10022,,,,,,,,,,,,,
Toa Baja,11132,,,,,,,,,,,,,
Puerto Rico,11132,,,,,,,,,,,,,
Todd,27581,,,,,,,,,,,,,
Kentucky,1900,,,,,,,,,,,,,
Minnesota,22623,,,,,,,,,,,,,
South Dakota,3058,,,,,,,,,,,,,
Tolland,73028,,,,,,,,,,,,,
Connecticut,73028,,,,,,,,,,,,,
Tom Green,23381,,,,,,,,,,,,,
Texas,23381,,,,,,,,,,,,,
Tompkins,16951,,,,,,,,,,,,,
New York,16951,,,,,,,,,,,,,
Tooele,16072,,,,,,,,,,,,,
Utah,16072,,,,,,,,,,,,,
Toole,3132,,,,,,,,,,,,,
Montana,3132,,,,,,,,,,,,,
Toombs,12157,,,,,,,,,,,,,
Georgia,12157,,,,,,,,,,,,,
Torrance,4645,,,,,,,,,,,,,
New Mexico,4645,,,,,,,,,,,,,
Towner,37,,,,,,,,,,,,,
North Dakota,37,,,,,,,,,,,,,
Towns,3226,,,,,,,,,,,,,
Georgia,3226,,,,,,,,,,,,,
Traill,1154,,,,,,,,,,,,,
North Dakota,1154,,,,,,,,,,,,,
Transylvania,1954,,,,,,,,,,,,,
North Carolina,1954,,,,,,,,,,,,,
Traverse,426,,,,,,,,,,,,,
Minnesota,426,,,,,,,,,,,,,
Travis,550549,,,,,,,,,,,,,
Texas,550549,,,,,,,,,,,,,
Treasure,54,,,,,,,,,,,,,
Montana,54,,,,,,,,,,,,,
Trego,79,,,,,,,,,,,,,
Kansas,79,,,,,,,,,,,,,
Trempealeau,5886,,,,,,,,,,,,,
Wisconsin,5886,,,,,,,,,,,,,
Treutlen,1599,,,,,,,,,,,,,
Georgia,1599,,,,,,,,,,,,,
Trigg,1485,,,,,,,,,,,,,
Kentucky,1485,,,,,,,,,,,,,
Trimble,591,,,,,,,,,,,,,
Kentucky,591,,,,,,,,,,,,,
Trinity,2677,,,,,,,,,,,,,
California,188,,,,,,,,,,,,,
Texas,2489,,,,,,,,,,,,,
Tripp,717,,,,,,,,,,,,,
South Dakota,717,,,,,,,,,,,,,
Troup,67560,,,,,,,,,,,,,
Georgia,67560,,,,,,,,,,,,,
Trousdale,116587,,,,,,,,,,,,,
Tennessee,116587,,,,,,,,,,,,,
Trujillo Alto,9269,,,,,,,,,,,,,
Puerto Rico,9269,,,,,,,,,,,,,
Trumbull,60941,,,,,,,,,,,,,
Ohio,60941,,,,,,,,,,,,,
Tucker,541,,,,,,,,,,,,,
West Virginia,541,,,,,,,,,,,,,
Tulare,250469,,,,,,,,,,,,,
California,250469,,,,,,,,,,,,,
Tulsa,192514,,,,,,,,,,,,,
Oklahoma,192514,,,,,,,,,,,,,
Tunica,6569,,,,,,,,,,,,,
Mississippi,6569,,,,,,,,,,,,,
Tuolumne,1796,,,,,,,,,,,,,
California,1796,,,,,,,,,,,,,
Turner,14596,,,,,,,,,,,,,
Georgia,12447,,,,,,,,,,,,,
South Dakota,2149,,,,,,,,,,,,,
Tuscaloosa,109362,,,,,,,,,,,,,
Alabama,109362,,,,,,,,,,,,,
Tuscarawas,32945,,,,,,,,,,,,,
Ohio,32945,,,,,,,,,,,,,
Tuscola,17861,,,,,,,,,,,,,
